simulationId,archetypeId,profileId,timelineKey,weeks,totalCompletionCount,avgAdherenceClamped,statOverallPct,rankOverallRank,rankOverallLp,rankOverallProgressValue,currentWeekShare,mappedHabitCount,unmappedHabitCount
A17_P25_24m,A17,P25,24m,96,0,,0,Unranked,0,0,0.0000,3,0
A17_P25_48m,A17,P25,48m,192,0,,0,Unranked,0,0,0.0000,3,0
A17_P26_1m,A17,P26,1m,4,0,,0,Unranked,0,0,0.0000,4,0
A17_P26_3m,A17,P26,3m,12,0,,0,Unranked,0,0,0.0000,4,0
A17_P26_6m,A17,P26,6m,24,0,,0,Unranked,0,0,0.0000,4,0
A17_P26_12m,A17,P26,12m,48,0,,0,Unranked,0,0,0.0000,4,0
A17_P26_24m,A17,P26,24m,96,0,,0,Unranked,0,0,0.0000,4,0
A17_P26_48m,A17,P26,48m,192,0,,0,Unranked,0,0,0.0000,4,0
A17_P27_1m,A17,P27,1m,4,0,,0,Unranked,0,0,0.0000,3,0
A17_P27_3m,A17,P27,3m,12,0,,0,Unranked,0,0,0.0000,3,0
A17_P27_6m,A17,P27,6m,24,0,,0,Unranked,0,0,0.0000,3,0
A17_P27_12m,A17,P27,12m,48,0,,0,Unranked,0,0,0.0000,3,0
A17_P27_24m,A17,P27,24m,96,0,,0,Unranked,0,0,0.0000,3,0
A17_P27_48m,A17,P27,48m,192,0,,0,Unranked,0,0,0.0000,3,0
A17_P28_1m,A17,P28,1m,4,0,,0,Unranked,0,0,0.0000,3,0
A17_P28_3m,A17,P28,3m,12,0,,0,Unranked,0,0,0.0000,3,0
A17_P28_6m,A17,P28,6m,24,0,,0,Unranked,0,0,0.0000,3,0
A17_P28_12m,A17,P28,12m,48,0,,0,Unranked,0,0,0.0000,3,0
A17_P28_24m,A17,P28,24m,96,0,,0,Unranked,0,0,0.0000,3,0
A17_P28_48m,A17,P28,48m,192,0,,0,Unranked,0,0,0.0000,3,0
A17_P29_1m,A17,P29,1m,4,0,,0,Unranked,0,0,0.0000,3,0
A17_P29_3m,A17,P29,3m,12,0,,0,Unranked,0,0,0.0000,3,0
A17_P29_6m,A17,P29,6m,24,0,,0,Unranked,0,0,0.0000,3,0
A17_P29_12m,A17,P29,12m,48,0,,0,Unranked,0,0,0.0000,3,0
A17_P29_24m,A17,P29,24m,96,0,,0,Unranked,0,0,0.0000,3,0
A17_P29_48m,A17,P29,48m,192,0,,0,Unranked,0,0,0.0000,3,0
A17_P30_1m,A17,P30,1m,4,0,,0,Unranked,0,0,0.0000,1,0
A17_P30_3m,A17,P30,3m,12,0,,0,Unranked,0,0,0.0000,1,0
A17_P30_6m,A17,P30,6m,24,0,,0,Unranked,0,0,0.0000,1,0
A17_P30_12m,A17,P30,12m,48,0,,0,Unranked,0,0,0.0000,1,0
A17_P30_24m,A17,P30,24m,96,0,,0,Unranked,0,0,0.0000,1,0
A17_P30_48m,A17,P30,48m,192,0,,0,Unranked,0,0,0.0000,1,0
A17_P31_1m,A17,P31,1m,4,0,,0,Unranked,0,0,0.0000,2,0
A17_P31_3m,A17,P31,3m,12,0,,0,Unranked,0,0,0.0000,2,0
A17_P31_6m,A17,P31,6m,24,0,,0,Unranked,0,0,0.0000,2,0
A17_P31_12m,A17,P31,12m,48,0,,0,Unranked,0,0,0.0000,2,0
A17_P31_24m,A17,P31,24m,96,0,,0,Unranked,0,0,0.0000,2,0
A17_P31_48m,A17,P31,48m,192,0,,0,Unranked,0,0,0.0000,2,0
A17_P32_1m,A17,P32,1m,4,0,,0,Unranked,0,0,0.0000,3,0
A17_P32_3m,A17,P32,3m,12,0,,0,Unranked,0,0,0.0000,3,0
A17_P32_6m,A17,P32,6m,24,0,,0,Unranked,0,0,0.0000,3,0
A17_P32_12m,A17,P32,12m,48,0,,0,Unranked,0,0,0.0000,3,0
A17_P32_24m,A17,P32,24m,96,0,,0,Unranked,0,0,0.0000,3,0
A17_P32_48m,A17,P32,48m,192,0,,0,Unranked,0,0,0.0000,3,0
A17_P33_1m,A17,P33,1m,4,0,,0,Unranked,0,0,0.0000,1,0
A17_P33_3m,A17,P33,3m,12,0,,0,Unranked,0,0,0.0000,1,0
A17_P33_6m,A17,P33,6m,24,0,,0,Unranked,0,0,0.0000,1,0
A17_P33_12m,A17,P33,12m,48,0,,0,Unranked,0,0,0.0000,1,0
A17_P33_24m,A17,P33,24m,96,0,,0,Unranked,0,0,0.0000,1,0
A17_P33_48m,A17,P33,48m,192,0,,0,Unranked,0,0,0.0000,1,0
A17_P34_1m,A17,P34,1m,4,0,,0,Unranked,0,0,0.0000,3,0
A17_P34_3m,A17,P34,3m,12,0,,0,Unranked,0,0,0.0000,3,0
A17_P34_6m,A17,P34,6m,24,0,,0,Unranked,0,0,0.0000,3,0
A17_P34_12m,A17,P34,12m,48,0,,0,Unranked,0,0,0.0000,3,0
A17_P34_24m,A17,P34,24m,96,0,,0,Unranked,0,0,0.0000,3,0
A17_P34_48m,A17,P34,48m,192,0,,0,Unranked,0,0,0.0000,3,0
A17_P35_1m,A17,P35,1m,4,0,,0,Unranked,0,0,0.0000,3,0
A17_P35_3m,A17,P35,3m,12,0,,0,Unranked,0,0,0.0000,3,0
A17_P35_6m,A17,P35,6m,24,0,,0,Unranked,0,0,0.0000,3,0
A17_P35_12m,A17,P35,12m,48,0,,0,Unranked,0,0,0.0000,3,0
A17_P35_24m,A17,P35,24m,96,0,,0,Unranked,0,0,0.0000,3,0
A17_P35_48m,A17,P35,48m,192,0,,0,Unranked,0,0,0.0000,3,0
A17_P36_1m,A17,P36,1m,4,0,,0,Unranked,0,0,0.0000,7,0
A17_P36_3m,A17,P36,3m,12,0,,0,Unranked,0,0,0.0000,7,0
A17_P36_6m,A17,P36,6m,24,0,,0,Unranked,0,0,0.0000,7,0
A17_P36_12m,A17,P36,12m,48,0,,0,Unranked,0,0,0.0000,7,0
A17_P36_24m,A17,P36,24m,96,0,,0,Unranked,0,0,0.0000,7,0
A17_P36_48m,A17,P36,48m,192,0,,0,Unranked,0,0,0.0000,7,0
A17_P37_1m,A17,P37,1m,4,0,,0,Unranked,0,0,0.0000,20,0
A17_P37_3m,A17,P37,3m,12,0,,0,Unranked,0,0,0.0000,20,0
A17_P37_6m,A17,P37,6m,24,0,,0,Unranked,0,0,0.0000,20,0
A17_P37_12m,A17,P37,12m,48,0,,0,Unranked,0,0,0.0000,20,0
A17_P37_24m,A17,P37,24m,96,0,,0,Unranked,0,0,0.0000,20,0
A17_P37_48m,A17,P37,48m,192,0,,0,Unranked,0,0,0.0000,20,0
A17_P38_1m,A17,P38,1m,4,0,,0,Unranked,0,0,0.0000,4,0
A17_P38_3m,A17,P38,3m,12,0,,0,Unranked,0,0,0.0000,4,0
A17_P38_6m,A17,P38,6m,24,0,,0,Unranked,0,0,0.0000,4,0
A17_P38_12m,A17,P38,12m,48,0,,0,Unranked,0,0,0.0000,4,0
A17_P38_24m,A17,P38,24m,96,0,,0,Unranked,0,0,0.0000,4,0
A17_P38_48m,A17,P38,48m,192,0,,0,Unranked,0,0,0.0000,4,0
A17_P39_1m,A17,P39,1m,4,0,,0,Unranked,0,0,0.0000,14,0
A17_P39_3m,A17,P39,3m,12,0,,0,Unranked,0,0,0.0000,14,0
A17_P39_6m,A17,P39,6m,24,0,,0,Unranked,0,0,0.0000,14,0
A17_P39_12m,A17,P39,12m,48,0,,0,Unranked,0,0,0.0000,14,0
A17_P39_24m,A17,P39,24m,96,0,,0,Unranked,0,0,0.0000,14,0
A17_P39_48m,A17,P39,48m,192,0,,0,Unranked,0,0,0.0000,14,0
A18_P00_1m,A18,P00,1m,4,0,,0,Unranked,0,0,0.0000,1,0
A18_P00_3m,A18,P00,3m,12,2,0.3333333333333333,0,Unranked,0,0,0.0000,1,0
A18_P00_6m,A18,P00,6m,24,1,0.041666666666666664,0,Unranked,0,0,0.0000,1,0
A18_P00_12m,A18,P00,12m,48,6,0.042553191489361694,0,Unranked,36,36,0.0000,1,0
A18_P00_24m,A18,P00,24m,96,6,0.02150537634408602,0,Unranked,32,32,0.0000,1,0
A18_P00_48m,A18,P00,48m,192,17,0.03238095238095237,0,Unranked,36,36,0.0000,1,0
A18_P01_1m,A18,P01,1m,4,5,0.20000000000000004,0,Unranked,0,0,0.4000,2,0
A18_P01_3m,A18,P01,3m,12,13,0.19999999999999998,0,Unranked,0,0,0.1538,2,0
A18_P01_6m,A18,P01,6m,24,24,0.20000000000000007,0,Unranked,8,8,0.0417,2,0
A18_P01_12m,A18,P01,12m,48,52,0.1759562841530054,1,Unranked,64,64,0.0192,2,0
A18_P01_24m,A18,P01,24m,96,99,0.11834319526627196,1,Iron IV,3,103,0.0101,2,0
A18_P01_48m,A18,P01,48m,192,215,0.12263814616755822,3,Iron III,29,229,0.0047,2,0
A18_P02_1m,A18,P02,1m,4,9,0.19455782312925168,0,Unranked,0,0,0.2222,3,0
A18_P02_3m,A18,P02,3m,12,24,0.17142857142857146,1,Unranked,0,0,0.0833,3,0
A18_P02_6m,A18,P02,6m,24,50,0.12958152958152958,1,Unranked,15,15,0.0400,3,0
A18_P02_12m,A18,P02,12m,48,97,0.129508811398575,2,Unranked,61,61,0.0206,3,0
A18_P02_24m,A18,P02,24m,96,195,0.13062812673707594,3,Iron IV,2,102,0.0103,3,0
A18_P02_48m,A18,P02,48m,192,403,0.12697284953057683,5,Iron III,73,273,0.0074,3,0
A18_P03_1m,A18,P03,1m,4,8,0.1714285714285714,0,Unranked,0,0,0.2500,4,0
A18_P03_3m,A18,P03,3m,12,26,0.11379731379731382,1,Unranked,0,0,0.0769,4,0
A18_P03_6m,A18,P03,6m,24,50,0.12958152958152958,1,Unranked,9,9,0.0400,4,0
A18_P03_12m,A18,P03,12m,48,102,0.12492610837438406,2,Unranked,51,51,0.0196,4,0
A18_P03_24m,A18,P03,24m,96,202,0.10467860613633202,3,Unranked,85,85,0.0099,4,0
A18_P03_48m,A18,P03,48m,192,411,0.10873826903024063,5,Iron III,16,216,0.0049,4,0
A18_P04_1m,A18,P04,1m,4,12,0.18095238095238092,0,Unranked,0,0,0.2500,5,0
A18_P04_3m,A18,P04,3m,12,36,0.18095238095238103,1,Unranked,0,0,0.0833,5,0
A18_P04_6m,A18,P04,6m,24,72,0.18095238095238078,1,Unranked,10,10,0.0417,5,0
A18_P04_12m,A18,P04,12m,48,148,0.14434203789042468,3,Unranked,59,59,0.0203,5,0
A18_P04_24m,A18,P04,24m,96,294,0.14362313289927292,4,Iron IV,3,103,0.0102,5,0
A18_P04_48m,A18,P04,48m,192,580,0.1600900116144033,8,Iron III,36,236,0.0052,5,0
A18_P05_1m,A18,P05,1m,4,12,0.14285714285714282,0,Unranked,0,0,0.2500,6,0
A18_P05_3m,A18,P05,3m,12,38,0.12229437229437234,1,Unranked,0,0,0.0789,6,0
A18_P05_6m,A18,P05,6m,24,77,0.12130325814536337,2,Unranked,15,15,0.0390,6,0
A18_P05_12m,A18,P05,12m,48,153,0.0900500277932183,3,Unranked,49,49,0.0196,6,0
A18_P05_24m,A18,P05,24m,96,303,0.08296603577910332,4,Unranked,60,60,0.0099,6,0
A18_P05_48m,A18,P05,48m,192,619,0.08489891985037581,8,Iron III,4,204,0.0048,6,0
A18_P06_1m,A18,P06,1m,4,20,0.14285714285714282,0,Unranked,0,0,0.2500,8,0
A18_P06_3m,A18,P06,3m,12,60,0.14285714285714302,1,Unranked,0,0,0.0833,8,0
A18_P06_6m,A18,P06,6m,24,124,0.11459293394777248,2,Unranked,15,15,0.0403,8,0
A18_P06_12m,A18,P06,12m,48,253,0.10407597942223994,4,Unranked,59,59,0.0237,8,0
A18_P06_24m,A18,P06,24m,96,497,0.10197477049072103,6,Unranked,70,70,0.0101,8,0
A18_P06_48m,A18,P06,48m,192,1003,0.10044097585736364,11,Iron III,46,246,0.0050,8,0
A18_P07_1m,A18,P07,1m,4,31,0.15510204081632653,1,Unranked,0,0,0.2258,10,0
A18_P07_3m,A18,P07,3m,12,84,0.15918367346938767,2,Unranked,0,0,0.0833,10,0
A18_P07_6m,A18,P07,6m,24,172,0.12839002267573668,3,Unranked,14,14,0.0407,10,0
A18_P07_12m,A18,P07,12m,48,347,0.12289055973266567,5,Unranked,68,68,0.0202,10,0
A18_P07_24m,A18,P07,24m,96,692,0.1219109528968693,9,Unranked,97,97,0.0101,10,0
A18_P07_48m,A18,P07,48m,192,1377,0.11931160523910728,16,Iron III,75,275,0.0051,10,0
A18_P08_1m,A18,P08,1m,4,37,0.1625396825396826,1,Unranked,0,0,0.2432,12,0
A18_P08_3m,A18,P08,3m,12,112,0.15221674876847271,2,Unranked,0,0,0.0893,12,0
A18_P08_6m,A18,P08,6m,24,221,0.1456445993031358,4,Unranked,14,14,0.0498,12,0
A18_P08_12m,A18,P08,12m,48,442,0.14383158668873064,7,Unranked,70,70,0.0204,12,0
A18_P08_24m,A18,P08,24m,96,880,0.13878183831672197,12,Iron IV,14,114,0.0102,12,0
A18_P08_48m,A18,P08,48m,192,1757,0.1348196833988397,20,Iron III,94,294,0.0051,12,0
A18_P09_1m,A18,P09,1m,4,40,0.16571428571428581,1,Unranked,0,0,0.2500,15,0
A18_P09_3m,A18,P09,3m,12,125,0.14416839199447873,3,Unranked,0,0,0.0800,15,0
A18_P09_6m,A18,P09,6m,24,243,0.15208216619981343,4,Unranked,12,12,0.0453,15,0
A18_P09_12m,A18,P09,12m,48,490,0.1365026010404168,8,Unranked,62,62,0.0204,15,0
A18_P09_24m,A18,P09,24m,96,975,0.136265580057526,13,Unranked,98,98,0.0103,15,0
A18_P09_48m,A18,P09,48m,192,1953,0.13572908649576457,22,Iron III,61,261,0.0051,15,0
A18_P10_1m,A18,P10,1m,4,12,0.19999999999999998,0,Unranked,0,0,0.2500,3,0
A18_P10_3m,A18,P10,3m,12,36,0.2000000000000001,1,Unranked,0,0,0.0833,3,0
A18_P10_6m,A18,P10,6m,24,72,0.19999999999999976,1,Unranked,17,17,0.0417,3,0
A18_P10_12m,A18,P10,12m,48,144,0.1999999999999995,2,Unranked,97,97,0.0208,3,0
A18_P10_24m,A18,P10,24m,96,288,0.20000000000000095,4,Iron IV,98,198,0.0104,3,0
A18_P10_48m,A18,P10,48m,192,576,0.2000000000000019,8,Iron II,98,398,0.0052,3,0
A18_P11_1m,A18,P11,1m,4,0,,0,Unranked,0,0,0.0000,2,0
A18_P11_3m,A18,P11,3m,12,0,,0,Unranked,0,0,0.0000,2,0
A18_P11_6m,A18,P11,6m,24,0,,0,Unranked,0,0,0.0000,2,0
A18_P11_12m,A18,P11,12m,48,0,,0,Unranked,0,0,0.0000,2,0
A18_P11_24m,A18,P11,24m,96,0,,0,Unranked,0,0,0.0000,2,0
A18_P11_48m,A18,P11,48m,192,0,,0,Unranked,0,0,0.0000,2,0
A18_P12_1m,A18,P12,1m,4,0,,0,Unranked,0,0,0.0000,2,0
A18_P12_3m,A18,P12,3m,12,0,,0,Unranked,0,0,0.0000,2,0
A18_P12_6m,A18,P12,6m,24,0,,0,Unranked,0,0,0.0000,2,0
A18_P12_12m,A18,P12,12m,48,0,,0,Unranked,0,0,0.0000,2,0
A18_P12_24m,A18,P12,24m,96,0,,0,Unranked,0,0,0.0000,2,0
A18_P12_48m,A18,P12,48m,192,0,,0,Unranked,0,0,0.0000,2,0
A18_P13_1m,A18,P13,1m,4,0,,0,Unranked,0,0,0.0000,1,0
A18_P13_3m,A18,P13,3m,12,0,,0,Unranked,0,0,0.0000,1,0
A18_P13_6m,A18,P13,6m,24,0,,0,Unranked,0,0,0.0000,1,0
A18_P13_12m,A18,P13,12m,48,0,,0,Unranked,0,0,0.0000,1,0
A18_P13_24m,A18,P13,24m,96,0,,0,Unranked,0,0,0.0000,1,0
A18_P13_48m,A18,P13,48m,192,0,,0,Unranked,0,0,0.0000,1,0
A18_P14_1m,A18,P14,1m,4,12,0.14285714285714282,0,Unranked,0,0,0.2500,3,0
A18_P14_3m,A18,P14,3m,12,36,0.14285714285714285,1,Unranked,0,0,0.0833,3,0
A18_P14_6m,A18,P14,6m,24,72,0.14285714285714288,1,Unranked,19,19,0.0417,3,0
A18_P14_12m,A18,P14,12m,48,144,0.14285714285714263,2,Unranked,86,86,0.0208,3,0
A18_P14_24m,A18,P14,24m,96,288,0.14285714285714324,4,Iron IV,0,100,0.0104,3,0
A18_P14_48m,A18,P14,48m,192,576,0.14285714285714302,7,Iron II,70,370,0.0052,3,0
A18_P15_1m,A18,P15,1m,4,8,0.1714285714285714,0,Unranked,0,0,0.2500,3,0
A18_P15_3m,A18,P15,3m,12,25,0.15202821869488542,1,Unranked,0,0,0.0800,3,0
A18_P15_6m,A18,P15,6m,24,49,0.1304610733182162,1,Unranked,12,12,0.0408,3,0
A18_P15_12m,A18,P15,12m,48,101,0.13118510562119567,2,Unranked,66,66,0.0297,3,0
A18_P15_24m,A18,P15,24m,96,198,0.14525810324129637,3,Iron IV,7,107,0.0101,3,0
A18_P15_48m,A18,P15,48m,192,400,0.12424394319131245,5,Iron III,72,272,0.0050,3,0
A18_P16_1m,A18,P16,1m,4,16,0.19999999999999998,0,Unranked,0,0,0.2500,4,0
A18_P16_3m,A18,P16,3m,12,48,0.2,1,Unranked,0,0,0.0833,4,0
A18_P16_6m,A18,P16,6m,24,96,0.19999999999999965,2,Unranked,17,17,0.0417,4,0
A18_P16_12m,A18,P16,12m,48,192,0.19999999999999998,3,Unranked,97,97,0.0208,4,0
A18_P16_24m,A18,P16,24m,96,384,0.20000000000000143,5,Iron IV,98,198,0.0104,4,0
A18_P16_48m,A18,P16,48m,192,768,0.19999999999999982,10,Iron II,98,398,0.0052,4,0
A18_P17_1m,A18,P17,1m,4,5,0.12698412698412698,0,Unranked,0,0,0.2000,4,0
A18_P17_3m,A18,P17,3m,12,14,0.13988095238095236,0,Unranked,0,0,0.0714,4,0
A18_P17_6m,A18,P17,6m,24,26,0.08592132505175981,1,Unranked,5,5,0.0385,4,0
A18_P17_12m,A18,P17,12m,48,54,0.07448107448107456,1,Unranked,29,29,0.0185,4,0
A18_P17_24m,A18,P17,24m,96,110,0.05611721611721604,2,Unranked,37,37,0.0091,4,0
A18_P17_48m,A18,P17,48m,192,234,0.05489595301927746,3,Iron IV,26,126,0.0085,4,0
A18_P18_1m,A18,P18,1m,4,8,0.14285714285714282,0,Unranked,0,0,0.2500,4,0
A18_P18_3m,A18,P18,3m,12,24,0.14285714285714282,0,Unranked,0,0,0.0833,4,0
A18_P18_6m,A18,P18,6m,24,50,0.11309523809523817,1,Unranked,13,13,0.0400,4,0
A18_P18_12m,A18,P18,12m,48,97,0.14285714285714274,1,Unranked,43,43,0.0309,4,0
A18_P18_24m,A18,P18,24m,96,198,0.10636079249217911,2,Unranked,54,54,0.0101,4,0
A18_P18_48m,A18,P18,48m,192,394,0.10176583814545226,4,Iron IV,93,193,0.0051,4,0
A18_P19_1m,A18,P19,1m,4,20,0.14285714285714282,1,Unranked,0,0,0.2500,5,0
A18_P19_3m,A18,P19,3m,12,60,0.14285714285714302,1,Unranked,0,0,0.0833,5,0
A18_P19_6m,A18,P19,6m,24,120,0.14285714285714268,2,Unranked,19,19,0.0417,5,0
A18_P19_12m,A18,P19,12m,48,240,0.14285714285714265,4,Unranked,86,86,0.0208,5,0
A18_P19_24m,A18,P19,24m,96,480,0.14285714285714388,7,Iron IV,0,100,0.0104,5,0
A18_P19_48m,A18,P19,48m,192,960,0.14285714285714132,12,Iron II,70,370,0.0052,5,0
A18_P20_1m,A18,P20,1m,4,8,0.1714285714285714,0,Unranked,0,0,0.2500,0,3
A18_P20_3m,A18,P20,3m,12,24,0.17142857142857146,0,Unranked,0,0,0.0833,0,3
A18_P20_6m,A18,P20,6m,24,49,0.16773566569484943,0,Unranked,12,12,0.0408,0,3
A18_P20_12m,A18,P20,12m,48,97,0.16284771334276263,0,Unranked,61,61,0.0206,0,3
A18_P20_24m,A18,P20,24m,96,196,0.13141380583241027,0,Iron IV,8,108,0.0102,0,3
A18_P20_48m,A18,P20,48m,192,395,0.1271183473389362,0,Iron III,68,268,0.0051,0,3
A18_P21_1m,A18,P21,1m,4,9,0.1714285714285714,0,Unranked,0,0,0.3333,1,2
A18_P21_3m,A18,P21,3m,12,24,0.17142857142857146,0,Unranked,0,0,0.0833,1,2
A18_P21_6m,A18,P21,6m,24,49,0.12267235252309881,0,Unranked,12,12,0.0408,1,2
A18_P21_12m,A18,P21,12m,48,100,0.12829131652661047,0,Unranked,73,73,0.0200,1,2
A18_P21_24m,A18,P21,24m,96,197,0.12968975468975455,0,Iron IV,4,104,0.0102,1,2
A18_P21_48m,A18,P21,48m,192,397,0.1285801981934587,0,Iron III,74,274,0.0050,1,2
A18_P22_1m,A18,P22,1m,4,9,0.17023809523809522,0,Unranked,0,0,0.2222,1,3
A18_P22_3m,A18,P22,3m,12,24,0.17142857142857146,0,Unranked,0,0,0.0833,1,3
A18_P22_6m,A18,P22,6m,24,51,0.11847619047619048,0,Unranked,9,9,0.0392,1,3
A18_P22_12m,A18,P22,12m,48,101,0.1177546515294858,0,Unranked,53,53,0.0198,1,3
A18_P22_24m,A18,P22,24m,96,202,0.10347193632496215,0,Unranked,89,89,0.0099,1,3
A18_P22_48m,A18,P22,48m,192,410,0.09926690890546365,0,Iron III,15,215,0.0049,1,3
A18_P23_1m,A18,P23,1m,4,21,0.16547619047619047,0,Unranked,0,0,0.2381,6,3
A18_P23_3m,A18,P23,3m,12,66,0.12231784279977055,1,Unranked,2,2,0.0909,6,3
A18_P23_6m,A18,P23,6m,24,126,0.12575068243858034,2,Unranked,12,12,0.0397,6,3
A18_P23_12m,A18,P23,12m,48,252,0.10538519072550498,3,Unranked,52,52,0.0198,6,3
A18_P23_24m,A18,P23,24m,96,512,0.1053354842564388,5,Unranked,79,79,0.0098,6,3
A18_P23_48m,A18,P23,48m,192,1011,0.09948114839155835,8,Iron III,28,228,0.0049,6,3
A18_P24_1m,A18,P24,1m,4,0,,0,Unranked,0,0,0.0000,2,0
A18_P24_3m,A18,P24,3m,12,0,,0,Unranked,0,0,0.0000,2,0
A18_P24_6m,A18,P24,6m,24,0,,0,Unranked,0,0,0.0000,2,0
A18_P24_12m,A18,P24,12m,48,0,,0,Unranked,0,0,0.0000,2,0
A18_P24_24m,A18,P24,24m,96,0,,0,Unranked,0,0,0.0000,2,0
A18_P24_48m,A18,P24,48m,192,0,,0,Unranked,0,0,0.0000,2,0
A18_P25_1m,A18,P25,1m,4,4,0.14285714285714285,0,Unranked,0,0,0.2500,3,0
A18_P25_3m,A18,P25,3m,12,12,0.14285714285714282,0,Unranked,0,0,0.0833,3,0
A18_P25_6m,A18,P25,6m,24,27,0.11292517006802717,1,Unranked,11,11,0.0741,3,0
A18_P25_12m,A18,P25,12m,48,50,0.10854341736694689,1,Unranked,31,31,0.0200,3,0
A18_P25_24m,A18,P25,24m,96,99,0.07919254658385086,1,Unranked,36,36,0.0101,3,0
A18_P25_48m,A18,P25,48m,192,199,0.08585231193926827,3,Iron IV,31,131,0.0050,3,0
A18_P26_1m,A18,P26,1m,4,2,0.16666666666666666,0,Unranked,0,0,0.5000,4,0
A18_P26_3m,A18,P26,3m,12,4,0.07692307692307693,0,Unranked,0,0,0.2500,4,0
A18_P26_6m,A18,P26,6m,24,5,0.03968253968253968,0,Unranked,0,0,0.0000,4,0
A18_P26_12m,A18,P26,12m,48,15,0.030674846625766864,0,Unranked,14,14,0.0000,4,0
A18_P26_24m,A18,P26,24m,96,21,0.02473498233215547,0,Unranked,28,28,0.0000,4,0
A18_P26_48m,A18,P26,48m,192,64,0.030432715168806454,1,Unranked,53,53,0.0000,4,0
A18_P27_1m,A18,P27,1m,4,12,0.16190476190476188,0,Unranked,0,0,0.2500,3,0
A18_P27_3m,A18,P27,3m,12,36,0.16190476190476202,1,Unranked,0,0,0.0833,3,0
A18_P27_6m,A18,P27,6m,24,72,0.1619047619047618,1,Unranked,18,18,0.0417,3,0
A18_P27_12m,A18,P27,12m,48,144,0.16190476190476158,2,Unranked,90,90,0.0208,3,0
A18_P27_24m,A18,P27,24m,96,288,0.1619047619047627,4,Iron IV,32,132,0.0104,3,0
A18_P27_48m,A18,P27,48m,192,576,0.16190476190476125,8,Iron II,79,379,0.0052,3,0
A18_P28_1m,A18,P28,1m,4,0,,0,Unranked,0,0,0.0000,3,0
A18_P28_3m,A18,P28,3m,12,0,,0,Unranked,0,0,0.0000,3,0
A18_P28_6m,A18,P28,6m,24,2,0.09523809523809523,0,Unranked,1,1,0.0000,3,0
A18_P28_12m,A18,P28,12m,48,4,0.03508771929824561,0,Unranked,6,6,0.0000,3,0
A18_P28_24m,A18,P28,24m,96,8,0.026819923371647507,0,Unranked,13,13,0.1250,3,0
A18_P28_48m,A18,P28,48m,192,12,0.021052631578947368,0,Unranked,15,15,0.0000,3,0
A18_P29_1m,A18,P29,1m,4,12,0.19999999999999998,0,Unranked,0,0,0.2500,3,0
A18_P29_3m,A18,P29,3m,12,36,0.2000000000000001,1,Unranked,0,0,0.0833,3,0
A18_P29_6m,A18,P29,6m,24,72,0.19999999999999976,1,Unranked,17,17,0.0417,3,0
A18_P29_12m,A18,P29,12m,48,144,0.1999999999999995,2,Unranked,97,97,0.0208,3,0
A18_P29_24m,A18,P29,24m,96,288,0.20000000000000095,4,Iron IV,98,198,0.0104,3,0
A18_P29_48m,A18,P29,48m,192,576,0.2000000000000019,7,Iron II,98,398,0.0052,3,0
A18_P30_1m,A18,P30,1m,4,4,0.14285714285714285,0,Unranked,0,0,0.2500,1,0
A18_P30_3m,A18,P30,3m,12,12,0.14285714285714282,0,Unranked,0,0,0.0833,1,0
A18_P30_6m,A18,P30,6m,24,24,0.14285714285714282,0,Unranked,19,19,0.0417,1,0
A18_P30_12m,A18,P30,12m,48,48,0.14285714285714296,1,Unranked,86,86,0.0208,1,0
A18_P30_24m,A18,P30,24m,96,96,0.14285714285714274,1,Iron IV,0,100,0.0104,1,0
A18_P30_48m,A18,P30,48m,192,192,0.14285714285714254,3,Iron II,70,370,0.0052,1,0
A18_P31_1m,A18,P31,1m,4,0,,0,Unranked,0,0,0.0000,2,0
A18_P31_3m,A18,P31,3m,12,5,0.07575757575757575,0,Unranked,7,7,0.0000,2,0
A18_P31_6m,A18,P31,6m,24,4,0.030303030303030304,0,Unranked,0,0,0.2500,2,0
A18_P31_12m,A18,P31,12m,48,11,0.040160642570281124,0,Unranked,17,17,0.0909,2,0
A18_P31_24m,A18,P31,24m,96,19,0.03442028985507245,0,Unranked,45,45,0.0000,2,0
A18_P31_48m,A18,P31,48m,192,29,0.028182701652089404,0,Unranked,51,51,0.0000,2,0
A18_P32_1m,A18,P32,1m,4,8,0.1714285714285714,0,Unranked,0,0,0.2500,3,0
A18_P32_3m,A18,P32,3m,12,25,0.15787545787545793,1,Unranked,0,0,0.0800,3,0
A18_P32_6m,A18,P32,6m,24,49,0.17123015873015876,1,Unranked,12,12,0.0408,3,0
A18_P32_12m,A18,P32,12m,48,99,0.1358276643990928,2,Unranked,66,66,0.0202,3,0
A18_P32_24m,A18,P32,24m,96,197,0.12184375529571245,3,Iron IV,5,105,0.0102,3,0
A18_P32_48m,A18,P32,48m,192,394,0.12512554112554194,5,Iron III,64,264,0.0051,3,0
A18_P33_1m,A18,P33,1m,4,4,0.14285714285714285,0,Unranked,0,0,0.2500,1,0
A18_P33_3m,A18,P33,3m,12,12,0.14285714285714282,0,Unranked,0,0,0.0833,1,0
A18_P33_6m,A18,P33,6m,24,24,0.14285714285714282,0,Unranked,19,19,0.0417,1,0
A18_P33_12m,A18,P33,12m,48,48,0.14285714285714296,0,Unranked,86,86,0.0208,1,0
A18_P33_24m,A18,P33,24m,96,96,0.14285714285714274,1,Iron IV,0,100,0.0104,1,0
