simulationId,archetypeId,profileId,timelineKey,weeks,totalCompletionCount,avgAdherenceClamped,statOverallPct,rankOverallRank,rankOverallLp,rankOverallProgressValue,currentWeekShare,mappedHabitCount,unmappedHabitCount
A02_P07_12m,A02,P07,12m,48,1872,0.7171428571428623,26,Silver II,61,1161,0.0208,10,0
A02_P07_24m,A02,P07,24m,96,3744,0.7171428571428501,39,Gold IV,84,1384,0.0104,10,0
A02_P07_48m,A02,P07,48m,192,7488,0.7171428571428337,58,Gold I,86,1686,0.0052,10,0
A02_P08_1m,A02,P08,1m,4,188,0.7309523809523809,4,Unranked,60,60,0.2500,12,0
A02_P08_3m,A02,P08,3m,12,564,0.7309523809523805,11,Bronze III,84,684,0.0833,12,0
A02_P08_6m,A02,P08,6m,24,1128,0.7309523809523828,19,Silver III,18,1018,0.0417,12,0
A02_P08_12m,A02,P08,12m,48,2256,0.7309523809523871,30,Silver I,0,1200,0.0208,12,0
A02_P08_24m,A02,P08,24m,96,4512,0.7309523809523676,46,Gold III,36,1436,0.0104,12,0
A02_P08_48m,A02,P08,48m,192,9024,0.7309523809523538,65,Platinum IV,38,1738,0.0052,12,0
A02_P09_1m,A02,P09,1m,4,224,0.7657142857142858,5,Unranked,92,92,0.2500,15,0
A02_P09_3m,A02,P09,3m,12,672,0.7657142857142849,13,Bronze II,43,743,0.0833,15,0
A02_P09_6m,A02,P09,6m,24,1344,0.7657142857142877,22,Silver III,81,1081,0.0417,15,0
A02_P09_12m,A02,P09,12m,48,2688,0.7657142857142881,35,Silver I,62,1262,0.0208,15,0
A02_P09_24m,A02,P09,24m,96,5376,0.7657142857142791,50,Gold II,31,1531,0.0104,15,0
A02_P09_48m,A02,P09,48m,192,10752,0.7657142857142683,69,Platinum III,73,1873,0.0052,15,0
A02_P10_1m,A02,P10,1m,4,48,0.7999999999999999,1,Unranked,54,54,0.2500,3,0
A02_P10_3m,A02,P10,3m,12,144,0.8000000000000004,3,Bronze I,41,841,0.0833,3,0
A02_P10_6m,A02,P10,6m,24,288,0.799999999999999,6,Silver I,12,1212,0.0417,3,0
A02_P10_12m,A02,P10,12m,48,576,0.799999999999998,10,Gold IV,93,1393,0.0208,3,0
A02_P10_24m,A02,P10,24m,96,1152,0.8000000000000038,16,Gold I,95,1695,0.0104,3,0
A02_P10_48m,A02,P10,48m,192,2304,0.8000000000000076,27,Platinum II,98,1998,0.0052,3,0
A02_P11_1m,A02,P11,1m,4,16,1,0,Iron II,0,300,0.2500,2,0
A02_P11_3m,A02,P11,3m,12,48,1,1,Silver II,45,1145,0.0833,2,0
A02_P11_6m,A02,P11,6m,24,96,1,2,Gold II,7,1507,0.0417,2,0
A02_P11_12m,A02,P11,12m,48,192,1,3,Gold I,92,1692,0.0208,2,0
A02_P11_24m,A02,P11,24m,96,384,1,6,Emerald IV,92,2192,0.0104,2,0
A02_P11_48m,A02,P11,48m,192,768,1,10,Diamond II,96,2796,0.0052,2,0
A02_P12_1m,A02,P12,1m,4,16,1,0,Iron II,0,300,0.2500,2,0
A02_P12_3m,A02,P12,3m,12,48,1,1,Silver II,45,1145,0.0833,2,0
A02_P12_6m,A02,P12,6m,24,96,1,2,Gold II,7,1507,0.0417,2,0
A02_P12_12m,A02,P12,12m,48,192,1,3,Gold I,92,1692,0.0208,2,0
A02_P12_24m,A02,P12,24m,96,384,1,5,Emerald IV,92,2192,0.0104,2,0
A02_P12_48m,A02,P12,48m,192,768,1,10,Diamond II,96,2796,0.0052,2,0
A02_P13_1m,A02,P13,1m,4,4,1,0,Iron II,0,300,0.2500,1,0
A02_P13_3m,A02,P13,3m,12,12,1,0,Silver II,45,1145,0.0833,1,0
A02_P13_6m,A02,P13,6m,24,24,1,0,Gold II,7,1507,0.0417,1,0
A02_P13_12m,A02,P13,12m,48,48,1,1,Gold I,92,1692,0.0208,1,0
A02_P13_24m,A02,P13,24m,96,96,1,1,Emerald IV,92,2192,0.0104,1,0
A02_P13_48m,A02,P13,48m,192,192,1,3,Diamond II,96,2796,0.0052,1,0
A02_P14_1m,A02,P14,1m,4,60,0.7142857142857143,1,Unranked,61,61,0.2500,3,0
A02_P14_3m,A02,P14,3m,12,180,0.7142857142857143,4,Bronze III,52,652,0.0833,3,0
A02_P14_6m,A02,P14,6m,24,360,0.7142857142857147,7,Silver IV,79,979,0.0417,3,0
A02_P14_12m,A02,P14,12m,48,720,0.7142857142857124,11,Silver II,50,1150,0.0208,3,0
A02_P14_24m,A02,P14,24m,96,1440,0.7142857142857155,18,Gold IV,53,1353,0.0104,3,0
A02_P14_48m,A02,P14,48m,192,2880,0.714285714285719,27,Gold I,54,1654,0.0052,3,0
A02_P15_1m,A02,P15,1m,4,44,0.726984126984127,1,Unranked,60,60,0.2500,3,0
A02_P15_3m,A02,P15,3m,12,132,0.726984126984127,3,Bronze III,73,673,0.0833,3,0
A02_P15_6m,A02,P15,6m,24,264,0.7269841269841263,5,Silver III,5,1005,0.0417,3,0
A02_P15_12m,A02,P15,12m,48,528,0.7269841269841264,9,Silver II,90,1190,0.0208,3,0
A02_P15_24m,A02,P15,24m,96,1056,0.7269841269841286,14,Gold III,26,1426,0.0104,3,0
A02_P15_48m,A02,P15,48m,192,2112,0.7269841269841341,25,Platinum IV,27,1727,0.0052,3,0
A02_P16_1m,A02,P16,1m,4,64,0.7999999999999999,2,Unranked,54,54,0.2500,4,0
A02_P16_3m,A02,P16,3m,12,192,0.8,4,Bronze I,41,841,0.0833,4,0
A02_P16_6m,A02,P16,6m,24,384,0.7999999999999986,7,Silver I,12,1212,0.0417,4,0
A02_P16_12m,A02,P16,12m,48,768,0.7999999999999999,12,Gold IV,93,1393,0.0208,4,0
A02_P16_24m,A02,P16,24m,96,1536,0.8000000000000057,19,Gold I,95,1695,0.0104,4,0
A02_P16_48m,A02,P16,48m,192,3072,0.7999999999999993,29,Platinum II,98,1998,0.0052,4,0
A02_P17_1m,A02,P17,1m,4,44,0.6785714285714285,1,Unranked,64,64,0.2500,4,0
A02_P17_3m,A02,P17,3m,12,132,0.6785714285714289,3,Bronze IV,58,558,0.0833,4,0
A02_P17_6m,A02,P17,6m,24,264,0.6785714285714285,5,Bronze I,62,862,0.0417,4,0
A02_P17_12m,A02,P17,12m,48,528,0.6785714285714278,8,Silver III,57,1057,0.0208,4,0
A02_P17_24m,A02,P17,24m,96,1056,0.6785714285714293,14,Silver I,60,1260,0.0104,4,0
A02_P17_48m,A02,P17,48m,192,2112,0.6785714285714327,22,Gold II,61,1561,0.0052,4,0
A02_P18_1m,A02,P18,1m,4,56,0.7738095238095237,1,Iron IV,22,122,0.2500,4,0
A02_P18_3m,A02,P18,3m,12,168,0.7738095238095241,3,Bronze II,44,744,0.0833,4,0
A02_P18_6m,A02,P18,6m,24,336,0.7738095238095241,5,Silver III,72,1072,0.0417,4,0
A02_P18_12m,A02,P18,12m,48,672,0.7738095238095216,9,Silver I,55,1255,0.0208,4,0
A02_P18_24m,A02,P18,24m,96,1344,0.7738095238095278,14,Gold II,32,1532,0.0104,4,0
A02_P18_48m,A02,P18,48m,192,2688,0.7738095238095212,24,Platinum II,9,1909,0.0052,4,0
A02_P19_1m,A02,P19,1m,4,100,0.7142857142857141,2,Unranked,61,61,0.2500,5,0
A02_P19_3m,A02,P19,3m,12,300,0.7142857142857146,6,Bronze III,52,652,0.0833,5,0
A02_P19_6m,A02,P19,6m,24,600,0.7142857142857134,11,Silver IV,79,979,0.0417,5,0
A02_P19_12m,A02,P19,12m,48,1200,0.7142857142857141,17,Silver II,50,1150,0.0208,5,0
A02_P19_24m,A02,P19,24m,96,2400,0.7142857142857182,26,Gold IV,53,1353,0.0104,5,0
A02_P19_48m,A02,P19,48m,192,4800,0.7142857142857062,37,Gold I,54,1654,0.0052,5,0
A02_P20_1m,A02,P20,1m,4,44,0.7269841269841271,0,Unranked,60,60,0.2500,0,3
A02_P20_3m,A02,P20,3m,12,132,0.7269841269841276,0,Bronze III,73,673,0.0833,0,3
A02_P20_6m,A02,P20,6m,24,264,0.7269841269841261,0,Silver III,5,1005,0.0417,0,3
A02_P20_12m,A02,P20,12m,48,528,0.7269841269841277,0,Silver II,90,1190,0.0208,0,3
A02_P20_24m,A02,P20,24m,96,1056,0.726984126984124,0,Gold III,26,1426,0.0104,0,3
A02_P20_48m,A02,P20,48m,192,2112,0.7269841269841363,0,Platinum IV,27,1727,0.0052,0,3
A02_P21_1m,A02,P21,1m,4,44,0.726984126984127,0,Unranked,60,60,0.2500,1,2
A02_P21_3m,A02,P21,3m,12,132,0.726984126984127,1,Bronze III,73,673,0.0833,1,2
A02_P21_6m,A02,P21,6m,24,264,0.7269841269841263,1,Silver III,5,1005,0.0417,1,2
A02_P21_12m,A02,P21,12m,48,528,0.7269841269841264,2,Silver II,90,1190,0.0208,1,2
A02_P21_24m,A02,P21,24m,96,1056,0.7269841269841286,3,Gold III,26,1426,0.0104,1,2
A02_P21_48m,A02,P21,48m,192,2112,0.7269841269841341,5,Platinum IV,27,1727,0.0052,1,2
A02_P22_1m,A02,P22,1m,4,52,0.7119047619047619,0,Unranked,62,62,0.2500,1,3
A02_P22_3m,A02,P22,3m,12,156,0.7119047619047622,1,Bronze III,36,636,0.0833,1,3
A02_P22_6m,A02,P22,6m,24,312,0.7119047619047609,1,Silver IV,59,959,0.0417,1,3
A02_P22_12m,A02,P22,12m,48,624,0.711904761904762,2,Silver II,49,1149,0.0208,1,3
A02_P22_24m,A02,P22,24m,96,1248,0.7119047619047624,3,Gold IV,77,1377,0.0104,1,3
A02_P22_48m,A02,P22,48m,192,2496,0.7119047619047684,5,Gold I,78,1678,0.0052,1,3
A02_P23_1m,A02,P23,1m,4,128,0.7026455026455025,2,Unranked,62,62,0.2500,6,3
A02_P23_3m,A02,P23,3m,12,384,0.7026455026455032,5,Bronze III,17,617,0.0833,6,3
A02_P23_6m,A02,P23,6m,24,768,0.7026455026454994,9,Silver IV,36,936,0.0417,6,3
A02_P23_12m,A02,P23,12m,48,1536,0.7026455026455083,16,Silver II,22,1122,0.0208,6,3
A02_P23_24m,A02,P23,24m,96,3072,0.7026455026455006,25,Gold IV,36,1336,0.0104,6,3
A02_P23_48m,A02,P23,48m,192,6144,0.7026455026454916,38,Gold I,37,1637,0.0052,6,3
A02_P24_1m,A02,P24,1m,4,12,1,0,Iron II,0,300,0.2500,2,0
A02_P24_3m,A02,P24,3m,12,36,1,1,Silver II,45,1145,0.0833,2,0
A02_P24_6m,A02,P24,6m,24,72,1,1,Gold II,7,1507,0.0417,2,0
A02_P24_12m,A02,P24,12m,48,144,1,2,Gold I,92,1692,0.0208,2,0
A02_P24_24m,A02,P24,24m,96,288,1,4,Emerald IV,92,2192,0.0104,2,0
A02_P24_48m,A02,P24,48m,192,576,1,7,Diamond II,96,2796,0.0052,2,0
A02_P25_1m,A02,P25,1m,4,32,0.7936507936507937,1,Iron IV,42,142,0.2500,3,0
A02_P25_3m,A02,P25,3m,12,96,0.7936507936507934,2,Bronze II,75,775,0.0833,3,0
A02_P25_6m,A02,P25,6m,24,192,0.7936507936507938,4,Silver II,3,1103,0.0417,3,0
A02_P25_12m,A02,P25,12m,48,384,0.793650793650794,6,Silver I,89,1289,0.0208,3,0
A02_P25_24m,A02,P25,24m,96,768,0.7936507936507915,11,Gold II,91,1591,0.0104,3,0
A02_P25_48m,A02,P25,48m,192,1536,0.7936507936507969,18,Platinum II,93,1993,0.0052,3,0
A02_P26_1m,A02,P26,1m,4,32,0.6666666666666666,1,Unranked,66,66,0.2500,4,0
A02_P26_3m,A02,P26,3m,12,96,0.6666666666666671,2,Bronze IV,26,526,0.0833,4,0
A02_P26_6m,A02,P26,6m,24,192,0.6666666666666657,4,Bronze I,23,823,0.0417,4,0
A02_P26_12m,A02,P26,12m,48,384,0.6666666666666684,6,Silver III,26,1026,0.0208,4,0
A02_P26_24m,A02,P26,24m,96,768,0.6666666666666629,11,Silver I,29,1229,0.0104,4,0
A02_P26_48m,A02,P26,48m,192,1536,0.6666666666666742,18,Gold II,30,1530,0.0052,4,0
A02_P27_1m,A02,P27,1m,4,56,0.7428571428571429,1,Unranked,59,59,0.2500,3,0
A02_P27_3m,A02,P27,3m,12,168,0.7428571428571434,4,Bronze II,15,715,0.0833,3,0
A02_P27_6m,A02,P27,6m,24,336,0.7428571428571431,6,Silver III,57,1057,0.0417,3,0
A02_P27_12m,A02,P27,12m,48,672,0.74285714285714,11,Silver I,31,1231,0.0208,3,0
A02_P27_24m,A02,P27,24m,96,1344,0.7428571428571457,18,Gold III,67,1467,0.0104,3,0
A02_P27_48m,A02,P27,48m,192,2688,0.7428571428571485,30,Platinum IV,69,1769,0.0052,3,0
A02_P28_1m,A02,P28,1m,4,20,0.8888888888888888,1,Iron III,22,222,0.2500,3,0
A02_P28_3m,A02,P28,3m,12,60,0.8888888888888888,1,Silver IV,39,939,0.0833,3,0
A02_P28_6m,A02,P28,6m,24,120,0.8888888888888888,2,Silver I,79,1279,0.0417,3,0
A02_P28_12m,A02,P28,12m,48,240,0.8888888888888892,4,Gold III,70,1470,0.0208,3,0
A02_P28_24m,A02,P28,24m,96,480,0.8888888888888882,7,Platinum III,71,1871,0.0104,3,0
A02_P28_48m,A02,P28,48m,192,960,0.8888888888888904,12,Emerald II,74,2374,0.0052,3,0
A02_P29_1m,A02,P29,1m,4,48,0.7999999999999999,1,Unranked,54,54,0.2500,3,0
A02_P29_3m,A02,P29,3m,12,144,0.8000000000000004,3,Bronze I,41,841,0.0833,3,0
A02_P29_6m,A02,P29,6m,24,288,0.799999999999999,5,Silver I,12,1212,0.0417,3,0
A02_P29_12m,A02,P29,12m,48,576,0.799999999999998,9,Gold IV,93,1393,0.0208,3,0
A02_P29_24m,A02,P29,24m,96,1152,0.8000000000000038,15,Gold I,95,1695,0.0104,3,0
A02_P29_48m,A02,P29,48m,192,2304,0.8000000000000076,24,Platinum II,98,1998,0.0052,3,0
A02_P30_1m,A02,P30,1m,4,20,0.7142857142857143,1,Unranked,61,61,0.2500,1,0
A02_P30_3m,A02,P30,3m,12,60,0.7142857142857143,1,Bronze III,52,652,0.0833,1,0
A02_P30_6m,A02,P30,6m,24,120,0.7142857142857139,2,Silver IV,79,979,0.0417,1,0
A02_P30_12m,A02,P30,12m,48,240,0.7142857142857145,4,Silver II,50,1150,0.0208,1,0
A02_P30_24m,A02,P30,24m,96,480,0.7142857142857145,7,Gold IV,53,1353,0.0104,1,0
A02_P30_48m,A02,P30,48m,192,960,0.7142857142857122,12,Gold I,54,1654,0.0052,1,0
A02_P31_1m,A02,P31,1m,4,16,0.6666666666666666,0,Unranked,66,66,0.2500,2,0
A02_P31_3m,A02,P31,3m,12,48,0.6666666666666664,1,Bronze IV,26,526,0.0833,2,0
A02_P31_6m,A02,P31,6m,24,96,0.6666666666666671,2,Bronze I,23,823,0.0417,2,0
A02_P31_12m,A02,P31,12m,48,192,0.6666666666666657,3,Silver III,26,1026,0.0208,2,0
A02_P31_24m,A02,P31,24m,96,384,0.6666666666666685,5,Silver I,29,1229,0.0104,2,0
A02_P31_48m,A02,P31,48m,192,768,0.6666666666666629,10,Gold II,30,1530,0.0052,2,0
A02_P32_1m,A02,P32,1m,4,44,0.726984126984127,1,Unranked,60,60,0.2500,3,0
A02_P32_3m,A02,P32,3m,12,132,0.726984126984127,3,Bronze III,73,673,0.0833,3,0
A02_P32_6m,A02,P32,6m,24,264,0.7269841269841263,5,Silver III,5,1005,0.0417,3,0
A02_P32_12m,A02,P32,12m,48,528,0.7269841269841264,9,Silver II,90,1190,0.0208,3,0
A02_P32_24m,A02,P32,24m,96,1056,0.7269841269841286,14,Gold III,26,1426,0.0104,3,0
A02_P32_48m,A02,P32,48m,192,2112,0.7269841269841341,25,Platinum IV,27,1727,0.0052,3,0
A02_P33_1m,A02,P33,1m,4,20,0.7142857142857143,0,Unranked,61,61,0.2500,1,0
A02_P33_3m,A02,P33,3m,12,60,0.7142857142857143,1,Bronze III,52,652,0.0833,1,0
A02_P33_6m,A02,P33,6m,24,120,0.7142857142857139,1,Silver IV,79,979,0.0417,1,0
A02_P33_12m,A02,P33,12m,48,240,0.7142857142857145,2,Silver II,50,1150,0.0208,1,0
A02_P33_24m,A02,P33,24m,96,480,0.7142857142857145,3,Gold IV,53,1353,0.0104,1,0
A02_P33_48m,A02,P33,48m,192,960,0.7142857142857122,6,Gold I,54,1654,0.0052,1,0
A02_P34_1m,A02,P34,1m,4,48,0.7999999999999999,1,Unranked,54,54,0.2500,3,0
A02_P34_3m,A02,P34,3m,12,144,0.8000000000000004,3,Bronze I,41,841,0.0833,3,0
A02_P34_6m,A02,P34,6m,24,288,0.799999999999999,5,Silver I,12,1212,0.0417,3,0
A02_P34_12m,A02,P34,12m,48,576,0.799999999999998,9,Gold IV,93,1393,0.0208,3,0
A02_P34_24m,A02,P34,24m,96,1152,0.8000000000000038,15,Gold I,95,1695,0.0104,3,0
A02_P34_48m,A02,P34,48m,192,2304,0.8000000000000076,24,Platinum II,98,1998,0.0052,3,0
A02_P35_1m,A02,P35,1m,4,24,0.8888888888888888,1,Iron III,22,222,0.2500,3,0
A02_P35_3m,A02,P35,3m,12,72,0.8888888888888893,2,Silver IV,39,939,0.0833,3,0
A02_P35_6m,A02,P35,6m,24,144,0.8888888888888881,3,Silver I,79,1279,0.0417,3,0
A02_P35_12m,A02,P35,12m,48,288,0.8888888888888905,5,Gold III,70,1470,0.0208,3,0
A02_P35_24m,A02,P35,24m,96,576,0.8888888888888857,8,Platinum III,71,1871,0.0104,3,0
A02_P35_48m,A02,P35,48m,192,1152,0.8888888888888952,14,Emerald II,74,2374,0.0052,3,0
A02_P36_1m,A02,P36,1m,4,128,0.7510204081632657,3,Unranked,58,58,0.2500,7,0
A02_P36_3m,A02,P36,3m,12,384,0.7510204081632643,7,Bronze II,33,733,0.0833,7,0
A02_P36_6m,A02,P36,6m,24,768,0.7510204081632643,13,Silver III,79,1079,0.0417,7,0
A02_P36_12m,A02,P36,12m,48,1536,0.7510204081632689,21,Silver I,54,1254,0.0208,7,0
A02_P36_24m,A02,P36,24m,96,3072,0.7510204081632719,31,Gold III,99,1499,0.0104,7,0
A02_P36_48m,A02,P36,48m,192,6144,0.751020408163247,46,Platinum III,1,1801,0.0052,7,0
A02_P37_1m,A02,P37,1m,4,312,0.7657142857142855,7,Unranked,83,83,0.2500,20,0
A02_P37_3m,A02,P37,3m,12,936,0.7657142857142876,18,Bronze II,49,749,0.0833,20,0
A02_P37_6m,A02,P37,6m,24,1872,0.7657142857142897,29,Silver III,90,1090,0.0417,20,0
A02_P37_12m,A02,P37,12m,48,3744,0.7657142857142758,44,Silver I,71,1271,0.0208,20,0
A02_P37_24m,A02,P37,24m,96,7488,0.7657142857142805,61,Gold II,38,1538,0.0104,20,0
A02_P37_48m,A02,P37,48m,192,14976,0.7657142857143064,78,Platinum III,70,1870,0.0052,20,0
A02_P38_1m,A02,P38,1m,4,52,0.7119047619047619,1,Unranked,62,62,0.2500,4,0
A02_P38_3m,A02,P38,3m,12,156,0.7119047619047622,3,Bronze III,36,636,0.0833,4,0
A02_P38_6m,A02,P38,6m,24,312,0.7119047619047617,5,Silver IV,59,959,0.0417,4,0
A02_P38_12m,A02,P38,12m,48,624,0.7119047619047598,8,Silver II,49,1149,0.0208,4,0
A02_P38_24m,A02,P38,24m,96,1248,0.7119047619047676,14,Gold IV,77,1377,0.0104,4,0
A02_P38_48m,A02,P38,48m,192,2496,0.7119047619047619,24,Gold I,78,1678,0.0052,4,0
A02_P39_1m,A02,P39,1m,4,184,0.8197278911564629,4,Iron IV,27,127,0.2500,14,0
A02_P39_3m,A02,P39,3m,12,552,0.8197278911564624,11,Bronze I,42,842,0.0833,14,0
A02_P39_6m,A02,P39,6m,24,1104,0.8197278911564626,19,Silver II,91,1191,0.0417,14,0
A02_P39_12m,A02,P39,12m,48,2208,0.8197278911564694,29,Gold IV,74,1374,0.0208,14,0
A02_P39_24m,A02,P39,24m,96,4416,0.819727891156447,42,Gold I,97,1697,0.0104,14,0
A02_P39_48m,A02,P39,48m,192,8832,0.8197278911564622,57,Platinum I,85,2085,0.0052,14,0
A03_P00_1m,A03,P00,1m,4,12,1,0,Iron II,0,300,0.2500,1,0
A03_P00_3m,A03,P00,3m,12,36,1,1,Silver II,45,1145,0.0833,1,0
A03_P00_6m,A03,P00,6m,24,72,1,1,Gold II,7,1507,0.0417,1,0
A03_P00_12m,A03,P00,12m,48,144,1,2,Gold I,92,1692,0.0208,1,0
A03_P00_24m,A03,P00,24m,96,288,1,4,Emerald IV,92,2192,0.0104,1,0
A03_P00_48m,A03,P00,48m,192,576,1,7,Diamond II,96,2796,0.0052,1,0
A03_P01_1m,A03,P01,1m,4,28,0.8999999999999999,1,Iron IV,77,177,0.2500,2,0
A03_P01_3m,A03,P01,3m,12,84,0.9000000000000004,2,Silver IV,93,993,0.0833,2,0
A03_P01_6m,A03,P01,6m,24,168,0.8999999999999995,3,Gold IV,60,1360,0.0417,2,0
A03_P01_12m,A03,P01,12m,48,336,0.8999999999999986,6,Gold II,42,1542,0.0208,2,0
A03_P01_24m,A03,P01,24m,96,672,0.9000000000000026,10,Platinum II,43,1943,0.0104,2,0
A03_P01_48m,A03,P01,48m,192,1344,0.9000000000000057,17,Emerald II,97,2397,0.0052,2,0
A03_P02_1m,A03,P02,1m,4,52,0.8857142857142857,1,Iron IV,40,140,0.2500,3,0
A03_P02_3m,A03,P02,3m,12,156,0.8857142857142861,3,Silver IV,43,943,0.0833,3,0
A03_P02_6m,A03,P02,6m,24,312,0.8857142857142842,6,Gold IV,55,1355,0.0417,3,0
A03_P02_12m,A03,P02,12m,48,624,0.8857142857142851,10,Gold II,63,1563,0.0208,3,0
A03_P02_24m,A03,P02,24m,96,1248,0.8857142857142909,17,Platinum II,8,1908,0.0104,3,0
A03_P02_48m,A03,P02,48m,192,2496,0.8857142857142851,28,Emerald II,11,2311,0.0052,3,0
A03_P03_1m,A03,P03,1m,4,64,0.9142857142857145,2,Iron IV,80,180,0.2500,4,0
A03_P03_3m,A03,P03,3m,12,192,0.9142857142857138,4,Silver IV,94,994,0.0833,4,0
A03_P03_6m,A03,P03,6m,24,384,0.9142857142857129,7,Gold IV,93,1393,0.0417,4,0
A03_P03_12m,A03,P03,12m,48,768,0.9142857142857181,12,Gold II,95,1595,0.0208,4,0
A03_P03_24m,A03,P03,24m,96,1536,0.9142857142857167,20,Platinum II,79,1979,0.0104,4,0
A03_P03_48m,A03,P03,48m,192,3072,0.9142857142856997,34,Emerald I,32,2432,0.0052,4,0
A03_P04_1m,A03,P04,1m,4,76,0.8914285714285716,2,Iron IV,55,155,0.2500,5,0
A03_P04_3m,A03,P04,3m,12,228,0.8914285714285711,5,Silver IV,63,963,0.0833,5,0
A03_P04_6m,A03,P04,6m,24,456,0.89142857142857,9,Gold IV,57,1357,0.0417,5,0
A03_P04_12m,A03,P04,12m,48,912,0.8914285714285732,14,Gold II,55,1555,0.0208,5,0
A03_P04_24m,A03,P04,24m,96,1824,0.8914285714285769,23,Platinum II,22,1922,0.0104,5,0
A03_P04_48m,A03,P04,48m,192,3648,0.891428571428562,38,Emerald II,45,2345,0.0052,5,0
A03_P05_1m,A03,P05,1m,4,108,0.9285714285714286,3,Iron IV,83,183,0.2500,6,0
A03_P05_3m,A03,P05,3m,12,324,0.9285714285714276,7,Silver IV,94,994,0.0833,6,0
A03_P05_6m,A03,P05,6m,24,648,0.9285714285714294,12,Gold III,27,1427,0.0417,6,0
A03_P05_12m,A03,P05,12m,48,1296,0.9285714285714299,19,Gold I,48,1648,0.0208,6,0
A03_P05_24m,A03,P05,24m,96,2592,0.9285714285714223,30,Platinum I,15,2015,0.0104,6,0
A03_P05_48m,A03,P05,48m,192,5184,0.9285714285714373,45,Emerald I,68,2468,0.0052,6,0
A03_P06_1m,A03,P06,1m,4,156,0.9107142857142859,4,Iron IV,54,154,0.2500,8,0
A03_P06_3m,A03,P06,3m,12,468,0.9107142857142857,9,Silver IV,56,956,0.0833,8,0
A03_P06_6m,A03,P06,6m,24,936,0.9107142857142874,15,Gold III,7,1407,0.0417,8,0
A03_P06_12m,A03,P06,12m,48,1872,0.9107142857142806,25,Gold I,36,1636,0.0208,8,0
A03_P06_24m,A03,P06,24m,96,3744,0.9107142857142891,37,Platinum II,71,1971,0.0104,8,0
A03_P06_48m,A03,P06,48m,192,7488,0.9107142857143004,52,Emerald II,86,2386,0.0052,8,0
A03_P07_1m,A03,P07,1m,4,188,0.8885714285714289,4,Iron IV,34,134,0.2500,10,0
A03_P07_3m,A03,P07,3m,12,564,0.888571428571428,11,Silver IV,33,933,0.0833,10,0
A03_P07_6m,A03,P07,6m,24,1128,0.8885714285714321,19,Gold IV,68,1368,0.0417,10,0
A03_P07_12m,A03,P07,12m,48,2256,0.8885714285714268,30,Gold II,88,1588,0.0208,10,0
A03_P07_24m,A03,P07,24m,96,4512,0.8885714285714222,45,Platinum II,16,1916,0.0104,10,0
A03_P07_48m,A03,P07,48m,192,9024,0.8885714285714312,63,Emerald II,8,2308,0.0052,10,0
A03_P08_1m,A03,P08,1m,4,220,0.8738095238095241,5,Iron IV,20,120,0.2500,12,0
A03_P08_3m,A03,P08,3m,12,660,0.8738095238095228,13,Silver IV,18,918,0.0833,12,0
A03_P08_6m,A03,P08,6m,24,1320,0.8738095238095287,22,Gold IV,42,1342,0.0417,12,0
A03_P08_12m,A03,P08,12m,48,2640,0.8738095238095241,34,Gold II,55,1555,0.0208,12,0
A03_P08_24m,A03,P08,24m,96,5280,0.8738095238095109,51,Platinum III,79,1879,0.0104,12,0
A03_P08_48m,A03,P08,48m,192,10560,0.8738095238095184,71,Emerald III,56,2256,0.0052,12,0
A03_P09_1m,A03,P09,1m,4,260,0.8895238095238096,6,Iron IV,41,141,0.2500,15,0
A03_P09_3m,A03,P09,3m,12,780,0.889523809523809,15,Silver IV,43,943,0.0833,15,0
A03_P09_6m,A03,P09,6m,24,1560,0.8895238095238118,25,Gold IV,64,1364,0.0417,15,0
A03_P09_12m,A03,P09,12m,48,3120,0.889523809523812,39,Gold II,77,1577,0.0208,15,0
A03_P09_24m,A03,P09,24m,96,6240,0.8895238095238013,55,Platinum II,18,1918,0.0104,15,0
A03_P09_48m,A03,P09,48m,192,12480,0.8895238095237923,74,Emerald II,21,2321,0.0052,15,0
A03_P10_1m,A03,P10,1m,4,48,0.7999999999999999,1,Unranked,54,54,0.2500,3,0
A03_P10_3m,A03,P10,3m,12,144,0.8000000000000004,3,Bronze I,41,841,0.0833,3,0
A03_P10_6m,A03,P10,6m,24,288,0.799999999999999,6,Silver I,12,1212,0.0417,3,0
A03_P10_12m,A03,P10,12m,48,576,0.799999999999998,10,Gold IV,93,1393,0.0208,3,0
A03_P10_24m,A03,P10,24m,96,1152,0.8000000000000038,16,Gold I,95,1695,0.0104,3,0
A03_P10_48m,A03,P10,48m,192,2304,0.8000000000000076,27,Platinum II,98,1998,0.0052,3,0
A03_P11_1m,A03,P11,1m,4,16,1,0,Iron II,0,300,0.2500,2,0
A03_P11_3m,A03,P11,3m,12,48,1,1,Silver II,45,1145,0.0833,2,0
A03_P11_6m,A03,P11,6m,24,96,1,2,Gold II,7,1507,0.0417,2,0
A03_P11_12m,A03,P11,12m,48,192,1,3,Gold I,92,1692,0.0208,2,0
A03_P11_24m,A03,P11,24m,96,384,1,6,Emerald IV,92,2192,0.0104,2,0
A03_P11_48m,A03,P11,48m,192,768,1,10,Diamond II,96,2796,0.0052,2,0
A03_P12_1m,A03,P12,1m,4,16,1,0,Iron II,0,300,0.2500,2,0
A03_P12_3m,A03,P12,3m,12,48,1,1,Silver II,45,1145,0.0833,2,0
A03_P12_6m,A03,P12,6m,24,96,1,2,Gold II,7,1507,0.0417,2,0
